qid,class_name,label
2850,grounded,0
2850,hallucinated,1
2851,grounded,0
2851,hallucinated,1
2852,grounded,0
2852,hallucinated,1
2853,grounded,0
2853,hallucinated,1
2854,grounded,0
2854,hallucinated,1
2856,grounded,0
2856,hallucinated,1
2857,grounded,0
2857,hallucinated,1
2858,grounded,0
2858,hallucinated,1
2859,grounded,0
2859,hallucinated,1
2860,grounded,0
2860,hallucinated,1
2861,grounded,0
2861,hallucinated,1
2863,grounded,0
2863,hallucinated,1
2865,grounded,0
2865,hallucinated,1
2866,grounded,0
2866,hallucinated,1
2869,grounded,0
2869,hallucinated,1
2870,grounded,0
2870,hallucinated,1
2871,grounded,0
2871,hallucinated,1
2872,grounded,0
2872,hallucinated,1
2873,grounded,0
2873,hallucinated,1
2875,grounded,0
2875,hallucinated,1
2877,grounded,0
2877,hallucinated,1
2878,grounded,0
2878,hallucinated,1
2879,grounded,0
2879,hallucinated,1
2880,grounded,0
2880,hallucinated,1
2881,grounded,0
2881,hallucinated,1
2883,grounded,0
2883,hallucinated,1
2887,grounded,0
2887,hallucinated,1
2888,grounded,0
2888,hallucinated,1
2889,grounded,0
2889,hallucinated,1
2890,grounded,0
2890,hallucinated,1
2891,grounded,0
2891,hallucinated,1
2892,grounded,0
2892,hallucinated,1
2893,grounded,0
2893,hallucinated,1
2895,grounded,0
2895,hallucinated,1
2896,grounded,0
2896,hallucinated,1
2897,grounded,0
2897,hallucinated,1
2898,grounded,0
2898,hallucinated,1
2899,grounded,0
2899,hallucinated,1
2900,grounded,0
2900,hallucinated,1
2901,grounded,0
2901,hallucinated,1
2902,grounded,0
2902,hallucinated,1
2903,grounded,0
2903,hallucinated,1
2904,grounded,0
2904,hallucinated,1
2905,grounded,0
2905,hallucinated,1
2909,grounded,0
2909,hallucinated,1
2911,grounded,0
2911,hallucinated,1
2912,grounded,0
2912,hallucinated,1
2914,grounded,0
2914,hallucinated,1
2915,grounded,0
2915,hallucinated,1
2916,grounded,0
2916,hallucinated,1
2917,grounded,0
2917,hallucinated,1
2918,grounded,0
2918,hallucinated,1
2919,grounded,0
2919,hallucinated,1
2920,grounded,0
2920,hallucinated,1
2921,grounded,0
2921,hallucinated,1
2923,grounded,0
2923,hallucinated,1
2924,grounded,0
2924,hallucinated,1
2925,grounded,0
2925,hallucinated,1
2928,grounded,0
2928,hallucinated,1
2929,grounded,0
2929,hallucinated,1
2931,grounded,0
2931,hallucinated,1
2933,grounded,0
2933,hallucinated,1
2934,grounded,0
2934,hallucinated,1
2936,grounded,0
2936,hallucinated,1
2937,grounded,0
2937,hallucinated,1
2938,grounded,0
2938,hallucinated,1
2939,grounded,0
2939,hallucinated,1
2940,grounded,0
2940,hallucinated,1
2941,grounded,0
2941,hallucinated,1
2942,grounded,0
2942,hallucinated,1
2944,grounded,0
2944,hallucinated,1
2946,grounded,0
2946,hallucinated,1
2947,grounded,0
2947,hallucinated,1
2948,grounded,0
2948,hallucinated,1
2949,grounded,0
2949,hallucinated,1
2950,grounded,0
2950,hallucinated,1
2951,grounded,0
2951,hallucinated,1
2952,grounded,0
2952,hallucinated,1
2953,grounded,0
2953,hallucinated,1
2957,grounded,0
2957,hallucinated,1
2958,grounded,0
2958,hallucinated,1
2959,grounded,0
2959,hallucinated,1
2960,grounded,0
2960,hallucinated,1
2961,grounded,0
2961,hallucinated,1
2962,grounded,0
2962,hallucinated,1
2963,grounded,0
2963,hallucinated,1
2964,grounded,0
2964,hallucinated,1
2965,grounded,0
2965,hallucinated,1
2966,grounded,0
2966,hallucinated,1
2967,grounded,0
2967,hallucinated,1
2968,grounded,0
2968,hallucinated,1
2969,grounded,0
2969,hallucinated,1
2970,grounded,0
2970,hallucinated,1
2971,grounded,0
2971,hallucinated,1
2972,grounded,0
2972,hallucinated,1
2974,grounded,0
2974,hallucinated,1
2975,grounded,0
2975,hallucinated,1
2976,grounded,0
2976,hallucinated,1
2977,grounded,0
2977,hallucinated,1
2978,grounded,0
2978,hallucinated,1
2979,grounded,0
2979,hallucinated,1
2980,grounded,0
2980,hallucinated,1
2981,grounded,0
2981,hallucinated,1
2983,grounded,0
2983,hallucinated,1
2984,grounded,0
2984,hallucinated,1
2985,grounded,0
2985,hallucinated,1
2986,grounded,0
2986,hallucinated,1
2987,grounded,0
2987,hallucinated,1
2988,grounded,0
2988,hallucinated,1
2989,grounded,0
2989,hallucinated,1
2990,grounded,0
2990,hallucinated,1
2992,grounded,0
2992,hallucinated,1
2993,grounded,0
2993,hallucinated,1
2994,grounded,0
2994,hallucinated,1
2996,grounded,0
2996,hallucinated,1
2998,grounded,0
2998,hallucinated,1
2999,grounded,0
2999,hallucinated,1
3001,grounded,0
3001,hallucinated,1
3003,grounded,0
3003,hallucinated,1
3004,grounded,0
3004,hallucinated,1
3005,grounded,0
3005,hallucinated,1
3008,grounded,0
3008,hallucinated,1
3009,grounded,0
3009,hallucinated,1
3010,grounded,0
3010,hallucinated,1
3013,grounded,0
3013,hallucinated,1
3014,grounded,0
3014,hallucinated,1
3016,grounded,0
3016,hallucinated,1
3020,grounded,0
3020,hallucinated,1
3022,grounded,0
3022,hallucinated,1
3024,grounded,0
3024,hallucinated,1
3026,grounded,0
3026,hallucinated,1
3028,grounded,0
3028,hallucinated,1
3029,grounded,0
3029,hallucinated,1
3030,grounded,0
3030,hallucinated,1
3031,grounded,0
3031,hallucinated,1
3035,grounded,0
3035,hallucinated,1
3036,grounded,0
3036,hallucinated,1
3038,grounded,0
3038,hallucinated,1
3040,grounded,0
3040,hallucinated,1
3041,grounded,0
3041,hallucinated,1
3042,grounded,0
3042,hallucinated,1
3044,grounded,0
3044,hallucinated,1
3046,grounded,0
3046,hallucinated,1
3048,grounded,0
3048,hallucinated,1
3049,grounded,0
3049,hallucinated,1
3050,grounded,0
3050,hallucinated,1
3051,grounded,0
3051,hallucinated,1
3052,grounded,0
3052,hallucinated,1
3054,grounded,0
3054,hallucinated,1
3055,grounded,0
3055,hallucinated,1
3056,grounded,0
3056,hallucinated,1
3059,grounded,0
3059,hallucinated,1
3062,grounded,0
3062,hallucinated,1
3063,grounded,0
3063,hallucinated,1
3066,grounded,0
3066,hallucinated,1
3067,grounded,0
3067,hallucinated,1
3068,grounded,0
3068,hallucinated,1
3069,grounded,0
3069,hallucinated,1
3071,grounded,0
3071,hallucinated,1
3072,grounded,0
3072,hallucinated,1
3073,grounded,0
3073,hallucinated,1
3074,grounded,0
3074,hallucinated,1
3075,grounded,0
3075,hallucinated,1
3076,grounded,0
3076,hallucinated,1
3078,grounded,0
3078,hallucinated,1
3081,grounded,0
3081,hallucinated,1
3083,grounded,0
3083,hallucinated,1
3084,grounded,0
3084,hallucinated,1
3085,grounded,0
3085,hallucinated,1
3086,grounded,0
3086,hallucinated,1
3087,grounded,0
3087,hallucinated,1
3088,grounded,0
3088,hallucinated,1
3089,grounded,0
3089,hallucinated,1
3090,grounded,0
3090,hallucinated,1
3091,grounded,0
3091,hallucinated,1
3092,grounded,0
3092,hallucinated,1
3093,grounded,0
3093,hallucinated,1
3096,grounded,0
3096,hallucinated,1
3097,grounded,0
3097,hallucinated,1
3098,grounded,0
3098,hallucinated,1
3099,grounded,0
3099,hallucinated,1
3102,grounded,0
3102,hallucinated,1
3103,grounded,0
3103,hallucinated,1
3104,grounded,0
3104,hallucinated,1
3106,grounded,0
3106,hallucinated,1
3107,grounded,0
3107,hallucinated,1
3108,grounded,0
3108,hallucinated,1
3109,grounded,0
3109,hallucinated,1
3110,grounded,0
3110,hallucinated,1
3111,grounded,0
3111,hallucinated,1
3112,grounded,0
3112,hallucinated,1
3113,grounded,0
3113,hallucinated,1
3114,grounded,0
3114,hallucinated,1
3115,grounded,0
3115,hallucinated,1
3116,grounded,0
3116,hallucinated,1
3117,grounded,0
3117,hallucinated,1
3118,grounded,0
3118,hallucinated,1
3119,grounded,0
3119,hallucinated,1
3120,grounded,0
3120,hallucinated,1
3121,grounded,0
3121,hallucinated,1
3124,grounded,0
3124,hallucinated,1
3126,grounded,0
3126,hallucinated,1
3128,grounded,0
3128,hallucinated,1
3129,grounded,0
3129,hallucinated,1
3133,grounded,0
3133,hallucinated,1
3134,grounded,0
3134,hallucinated,1
3135,grounded,0
3135,hallucinated,1
3136,grounded,0
3136,hallucinated,1
3137,grounded,0
3137,hallucinated,1
3138,grounded,0
3138,hallucinated,1
3139,grounded,0
3139,hallucinated,1
3140,grounded,0
3140,hallucinated,1
3141,grounded,0
3141,hallucinated,1
3142,grounded,0
3142,hallucinated,1
3144,grounded,0
3144,hallucinated,1
3147,grounded,0
3147,hallucinated,1
3150,grounded,0
3150,hallucinated,1
3152,grounded,0
3152,hallucinated,1
3153,grounded,0
3153,hallucinated,1
3155,grounded,0
3155,hallucinated,1
3156,grounded,0
3156,hallucinated,1
3157,grounded,0
3157,hallucinated,1
3158,grounded,0
3158,hallucinated,1
3159,grounded,0
3159,hallucinated,1
3161,grounded,0
3161,hallucinated,1
3162,grounded,0
3162,hallucinated,1
3163,grounded,0
3163,hallucinated,1
3164,grounded,0
3164,hallucinated,1
3165,grounded,0
3165,hallucinated,1
3166,grounded,0
3166,hallucinated,1
3167,grounded,0
3167,hallucinated,1
3168,grounded,0
3168,hallucinated,1
3169,grounded,0
3169,hallucinated,1
3170,grounded,0
3170,hallucinated,1
3171,grounded,0
3171,hallucinated,1
3173,grounded,0
3173,hallucinated,1
3174,grounded,0
3174,hallucinated,1
3175,grounded,0
3175,hallucinated,1
3176,grounded,0
3176,hallucinated,1
3177,grounded,0
3177,hallucinated,1
3178,grounded,0
3178,hallucinated,1
3179,grounded,0
3179,hallucinated,1
3180,grounded,0
3180,hallucinated,1
3181,grounded,0
3181,hallucinated,1
3182,grounded,0
3182,hallucinated,1
3183,grounded,0
3183,hallucinated,1
3185,grounded,0
3185,hallucinated,1
3186,grounded,0
3186,hallucinated,1
3188,grounded,0
3188,hallucinated,1
3189,grounded,0
3189,hallucinated,1
3190,grounded,0
3190,hallucinated,1
3191,grounded,0
3191,hallucinated,1
3192,grounded,0
3192,hallucinated,1
3193,grounded,0
3193,hallucinated,1
3195,grounded,0
3195,hallucinated,1
3196,grounded,0
3196,hallucinated,1
3197,grounded,0
3197,hallucinated,1
3198,grounded,0
3198,hallucinated,1
3199,grounded,0
3199,hallucinated,1
3200,grounded,0
3200,hallucinated,1
3201,grounded,0
3201,hallucinated,1
3202,grounded,0
3202,hallucinated,1
3203,grounded,0
3203,hallucinated,1
3207,grounded,0
3207,hallucinated,1
3209,grounded,0
3209,hallucinated,1
3211,grounded,0
3211,hallucinated,1
3212,grounded,0
3212,hallucinated,1
3213,grounded,0
3213,hallucinated,1
3214,grounded,0
3214,hallucinated,1
3215,grounded,0
3215,hallucinated,1
3216,grounded,0
3216,hallucinated,1
3217,grounded,0
3217,hallucinated,1
3218,grounded,0
3218,hallucinated,1
3219,grounded,0
3219,hallucinated,1
3220,grounded,0
3220,hallucinated,1
3221,grounded,0
3221,hallucinated,1
3222,grounded,0
3222,hallucinated,1
3223,grounded,0
3223,hallucinated,1
3224,grounded,0
3224,hallucinated,1
3225,grounded,0
3225,hallucinated,1
3226,grounded,0
3226,hallucinated,1
3227,grounded,0
3227,hallucinated,1
3228,grounded,0
3228,hallucinated,1
3229,grounded,0
3229,hallucinated,1
3230,grounded,0
3230,hallucinated,1
3232,grounded,0
3232,hallucinated,1
3233,grounded,0
3233,hallucinated,1
3234,grounded,0
3234,hallucinated,1
3235,grounded,0
3235,hallucinated,1
3236,grounded,0
3236,hallucinated,1
3237,grounded,0
3237,hallucinated,1
3239,grounded,0
3239,hallucinated,1
3240,grounded,0
3240,hallucinated,1
3241,grounded,0
3241,hallucinated,1
3242,grounded,0
3242,hallucinated,1
3243,grounded,0
3243,hallucinated,1
3244,grounded,0
3244,hallucinated,1
3246,grounded,0
3246,hallucinated,1
3247,grounded,0
3247,hallucinated,1
3248,grounded,0
3248,hallucinated,1
3249,grounded,0
3249,hallucinated,1
3250,grounded,0
3250,hallucinated,1
3252,grounded,0
3252,hallucinated,1
3253,grounded,0
3253,hallucinated,1
3254,grounded,0
3254,hallucinated,1
3255,grounded,0
3255,hallucinated,1
3256,grounded,0
3256,hallucinated,1
3258,grounded,0
3258,hallucinated,1
3259,grounded,0
3259,hallucinated,1
3260,grounded,0
3260,hallucinated,1
3261,grounded,0
3261,hallucinated,1
3262,grounded,0
3262,hallucinated,1
3263,grounded,0
3263,hallucinated,1
3264,grounded,0
3264,hallucinated,1
3265,grounded,0
3265,hallucinated,1
3266,grounded,0
3266,hallucinated,1
3267,grounded,0
3267,hallucinated,1
3268,grounded,0
3268,hallucinated,1
3269,grounded,0
3269,hallucinated,1
3270,grounded,0
3270,hallucinated,1
3271,grounded,0
3271,hallucinated,1
3272,grounded,0
3272,hallucinated,1
3273,grounded,0
3273,hallucinated,1
3274,grounded,0
3274,hallucinated,1
3275,grounded,0
3275,hallucinated,1
3276,grounded,0
3276,hallucinated,1
3277,grounded,0
3277,hallucinated,1
3278,grounded,0
3278,hallucinated,1
3280,grounded,0
3280,hallucinated,1
3283,grounded,0
3283,hallucinated,1
3285,grounded,0
3285,hallucinated,1
3286,grounded,0
3286,hallucinated,1
3287,grounded,0
3287,hallucinated,1
3289,grounded,0
3289,hallucinated,1
3290,grounded,0
3290,hallucinated,1
3291,grounded,0
3291,hallucinated,1
3292,grounded,0
3292,hallucinated,1
3293,grounded,0
3293,hallucinated,1
3294,grounded,0
3294,hallucinated,1
3296,grounded,0
3296,hallucinated,1
3297,grounded,0
3297,hallucinated,1
3298,grounded,0
3298,hallucinated,1
3299,grounded,0
3299,hallucinated,1
3300,grounded,0
3300,hallucinated,1
3301,grounded,0
3301,hallucinated,1
3302,grounded,0
3302,hallucinated,1
3303,grounded,0
3303,hallucinated,1
3304,grounded,0
3304,hallucinated,1
3306,grounded,0
3306,hallucinated,1
3307,grounded,0
3307,hallucinated,1
3308,grounded,0
3308,hallucinated,1
3310,grounded,0
3310,hallucinated,1
3311,grounded,0
3311,hallucinated,1
3313,grounded,0
3313,hallucinated,1
3315,grounded,0
3315,hallucinated,1
3316,grounded,0
3316,hallucinated,1
3318,grounded,0
3318,hallucinated,1
3320,grounded,0
3320,hallucinated,1
3321,grounded,0
3321,hallucinated,1
3322,grounded,0
3322,hallucinated,1
3323,grounded,0
3323,hallucinated,1
3324,grounded,0
3324,hallucinated,1
3326,grounded,0
3326,hallucinated,1
3327,grounded,0
3327,hallucinated,1
3328,grounded,0
3328,hallucinated,1
3330,grounded,0
3330,hallucinated,1
3331,grounded,0
3331,hallucinated,1
3332,grounded,0
3332,hallucinated,1
3333,grounded,0
3333,hallucinated,1
3335,grounded,0
3335,hallucinated,1
3336,grounded,0
3336,hallucinated,1
3339,grounded,0
3339,hallucinated,1
3340,grounded,0
3340,hallucinated,1
3341,grounded,0
3341,hallucinated,1
3342,grounded,0
3342,hallucinated,1
3343,grounded,0
3343,hallucinated,1
3344,grounded,0
3344,hallucinated,1
3345,grounded,0
3345,hallucinated,1
3346,grounded,0
3346,hallucinated,1
3347,grounded,0
3347,hallucinated,1
3348,grounded,0
3348,hallucinated,1
3349,grounded,0
3349,hallucinated,1
3353,grounded,0
3353,hallucinated,1
3354,grounded,0
3354,hallucinated,1
3356,grounded,0
3356,hallucinated,1
3357,grounded,0
3357,hallucinated,1
3358,grounded,0
3358,hallucinated,1
3359,grounded,0
3359,hallucinated,1
3360,grounded,0
3360,hallucinated,1
3361,grounded,0
3361,hallucinated,1
3362,grounded,0
3362,hallucinated,1
3363,grounded,0
3363,hallucinated,1
3364,grounded,0
3364,hallucinated,1
3365,grounded,0
3365,hallucinated,1
3366,grounded,0
3366,hallucinated,1
3367,grounded,0
3367,hallucinated,1
3368,grounded,0
3368,hallucinated,1
3369,grounded,0
3369,hallucinated,1
3370,grounded,0
3370,hallucinated,1
3371,grounded,0
3371,hallucinated,1
3372,grounded,0
3372,hallucinated,1
3373,grounded,0
3373,hallucinated,1
3374,grounded,0
3374,hallucinated,1
3376,grounded,0
3376,hallucinated,1
3377,grounded,0
3377,hallucinated,1
3378,grounded,0
3378,hallucinated,1
3380,grounded,0
3380,hallucinated,1
3381,grounded,0
3381,hallucinated,1
3382,grounded,0
3382,hallucinated,1
3384,grounded,0
3384,hallucinated,1
3385,grounded,0
3385,hallucinated,1
3386,grounded,0
3386,hallucinated,1
3388,grounded,0
3388,hallucinated,1
3389,grounded,0
3389,hallucinated,1
3390,grounded,0
3390,hallucinated,1
3391,grounded,0
3391,hallucinated,1
3394,grounded,0
3394,hallucinated,1
3395,grounded,0
3395,hallucinated,1
3398,grounded,0
3398,hallucinated,1
3401,grounded,0
3401,hallucinated,1
3402,grounded,0
3402,hallucinated,1
3403,grounded,0
3403,hallucinated,1
3405,grounded,0
3405,hallucinated,1
3406,grounded,0
3406,hallucinated,1
3407,grounded,0
3407,hallucinated,1
3408,grounded,0
3408,hallucinated,1
3409,grounded,0
3409,hallucinated,1
3413,grounded,0
3413,hallucinated,1
3414,grounded,0
3414,hallucinated,1
3415,grounded,0
3415,hallucinated,1
3416,grounded,0
3416,hallucinated,1
3417,grounded,0
3417,hallucinated,1
3418,grounded,0
3418,hallucinated,1
3419,grounded,0
3419,hallucinated,1
3420,grounded,0
3420,hallucinated,1
3421,grounded,0
3421,hallucinated,1
3422,grounded,0
3422,hallucinated,1
3423,grounded,0
3423,hallucinated,1
3424,grounded,0
3424,hallucinated,1
3425,grounded,0
3425,hallucinated,1
3426,grounded,0
3426,hallucinated,1
3427,grounded,0
3427,hallucinated,1
3428,grounded,0
3428,hallucinated,1
3430,grounded,0
3430,hallucinated,1
3431,grounded,0
3431,hallucinated,1
3432,grounded,0
3432,hallucinated,1
3433,grounded,0
3433,hallucinated,1
3435,grounded,0
3435,hallucinated,1
3436,grounded,0
3436,hallucinated,1
3437,grounded,0
3437,hallucinated,1
3438,grounded,0
3438,hallucinated,1
3439,grounded,0
3439,hallucinated,1
3440,grounded,0
3440,hallucinated,1
3441,grounded,0
3441,hallucinated,1
3442,grounded,0
3442,hallucinated,1
3444,grounded,0
3444,hallucinated,1
3445,grounded,0
3445,hallucinated,1
3446,grounded,0
3446,hallucinated,1
3447,grounded,0
3447,hallucinated,1
3449,grounded,0
3449,hallucinated,1
3450,grounded,0
3450,hallucinated,1
3451,grounded,0
3451,hallucinated,1
3452,grounded,0
3452,hallucinated,1
3453,grounded,0
3453,hallucinated,1
3454,grounded,0
3454,hallucinated,1
3456,grounded,0
3456,hallucinated,1
3457,grounded,0
3457,hallucinated,1
3459,grounded,0
3459,hallucinated,1
3460,grounded,0
3460,hallucinated,1
3461,grounded,0
3461,hallucinated,1
3462,grounded,0
3462,hallucinated,1
3466,grounded,0
3466,hallucinated,1
3468,grounded,0
3468,hallucinated,1
3469,grounded,0
3469,hallucinated,1
3471,grounded,0
3471,hallucinated,1
3472,grounded,0
3472,hallucinated,1
3474,grounded,0
3474,hallucinated,1
3475,grounded,0
3475,hallucinated,1
3476,grounded,0
3476,hallucinated,1
3477,grounded,0
3477,hallucinated,1
3478,grounded,0
3478,hallucinated,1
3479,grounded,0
3479,hallucinated,1
3480,grounded,0
3480,hallucinated,1
3483,grounded,0
3483,hallucinated,1
3484,grounded,0
3484,hallucinated,1
3486,grounded,0
3486,hallucinated,1
3488,grounded,0
3488,hallucinated,1
3489,grounded,0
3489,hallucinated,1
3490,grounded,0
3490,hallucinated,1
3491,grounded,0
3491,hallucinated,1
3492,grounded,0
3492,hallucinated,1
3493,grounded,0
3493,hallucinated,1
3494,grounded,0
3494,hallucinated,1
3495,grounded,0
3495,hallucinated,1
3496,grounded,0
3496,hallucinated,1
3498,grounded,0
3498,hallucinated,1
3499,grounded,0
3499,hallucinated,1
3500,grounded,0
3500,hallucinated,1
3502,grounded,0
3502,hallucinated,1
3503,grounded,0
3503,hallucinated,1
3504,grounded,0
3504,hallucinated,1
3505,grounded,0
3505,hallucinated,1
3506,grounded,0
3506,hallucinated,1
3507,grounded,0
3507,hallucinated,1
3508,grounded,0
3508,hallucinated,1
3510,grounded,0
3510,hallucinated,1
3511,grounded,0
3511,hallucinated,1
3512,grounded,0
3512,hallucinated,1
3513,grounded,0
3513,hallucinated,1
3514,grounded,0
3514,hallucinated,1
3515,grounded,0
3515,hallucinated,1
3516,grounded,0
3516,hallucinated,1
3517,grounded,0
3517,hallucinated,1
3518,grounded,0
3518,hallucinated,1
3521,grounded,0
3521,hallucinated,1
3522,grounded,0
3522,hallucinated,1
3523,grounded,0
3523,hallucinated,1
3525,grounded,0
3525,hallucinated,1
3527,grounded,0
3527,hallucinated,1
3530,grounded,0
3530,hallucinated,1
3531,grounded,0
3531,hallucinated,1
3532,grounded,0
3532,hallucinated,1
3534,grounded,0
3534,hallucinated,1
3536,grounded,0
3536,hallucinated,1
3537,grounded,0
3537,hallucinated,1
3538,grounded,0
3538,hallucinated,1
3539,grounded,0
3539,hallucinated,1
3540,grounded,0
3540,hallucinated,1
3542,grounded,0
3542,hallucinated,1
3543,grounded,0
3543,hallucinated,1
3544,grounded,0
3544,hallucinated,1
3545,grounded,0
3545,hallucinated,1
3546,grounded,0
3546,hallucinated,1
3547,grounded,0
3547,hallucinated,1
3548,grounded,0
3548,hallucinated,1
3549,grounded,0
3549,hallucinated,1
3551,grounded,0
3551,hallucinated,1
3552,grounded,0
3552,hallucinated,1
3553,grounded,0
3553,hallucinated,1
3554,grounded,0
3554,hallucinated,1
3556,grounded,0
3556,hallucinated,1
3557,grounded,0
3557,hallucinated,1
3558,grounded,0
3558,hallucinated,1
3559,grounded,0
3559,hallucinated,1
3560,grounded,0
3560,hallucinated,1
3561,grounded,0
3561,hallucinated,1
3562,grounded,0
3562,hallucinated,1
3563,grounded,0
3563,hallucinated,1
3564,grounded,0
3564,hallucinated,1
3565,grounded,0
3565,hallucinated,1
3566,grounded,0
3566,hallucinated,1
3567,grounded,0
3567,hallucinated,1
3568,grounded,0
3568,hallucinated,1
3569,grounded,0
3569,hallucinated,1
3571,grounded,0
3571,hallucinated,1
3572,grounded,0
3572,hallucinated,1
3573,grounded,0
3573,hallucinated,1
3575,grounded,0
3575,hallucinated,1
3576,grounded,0
3576,hallucinated,1
3577,grounded,0
3577,hallucinated,1
3578,grounded,0
3578,hallucinated,1
3579,grounded,0
3579,hallucinated,1
3580,grounded,0
3580,hallucinated,1
3581,grounded,0
3581,hallucinated,1
3583,grounded,0
3583,hallucinated,1
3584,grounded,0
3584,hallucinated,1
3585,grounded,0
3585,hallucinated,1
3586,grounded,0
3586,hallucinated,1
3587,grounded,0
3587,hallucinated,1
3588,grounded,0
3588,hallucinated,1
3589,grounded,0
3589,hallucinated,1
3590,grounded,0
3590,hallucinated,1
3591,grounded,0
3591,hallucinated,1
3592,grounded,0
3592,hallucinated,1
3593,grounded,0
3593,hallucinated,1
3594,grounded,0
3594,hallucinated,1
3596,grounded,0
3596,hallucinated,1
3598,grounded,0
3598,hallucinated,1
3599,grounded,0
3599,hallucinated,1
3600,grounded,0
3600,hallucinated,1
3601,grounded,0
3601,hallucinated,1
3602,grounded,0
3602,hallucinated,1
3603,grounded,0
3603,hallucinated,1
3604,grounded,0
3604,hallucinated,1
3605,grounded,0
3605,hallucinated,1
3606,grounded,0
3606,hallucinated,1
3607,grounded,0
3607,hallucinated,1
3609,grounded,0
3609,hallucinated,1
3610,grounded,0
3610,hallucinated,1
3611,grounded,0
3611,hallucinated,1
3612,grounded,0
3612,hallucinated,1
3613,grounded,0
3613,hallucinated,1
3614,grounded,0
3614,hallucinated,1
3617,grounded,0
3617,hallucinated,1
3618,grounded,0
3618,hallucinated,1
3619,grounded,0
3619,hallucinated,1
3620,grounded,0
3620,hallucinated,1
3622,grounded,0
3622,hallucinated,1
3623,grounded,0
3623,hallucinated,1
3624,grounded,0
3624,hallucinated,1
3626,grounded,0
3626,hallucinated,1
3627,grounded,0
3627,hallucinated,1
3628,grounded,0
3628,hallucinated,1
3629,grounded,0
3629,hallucinated,1
3630,grounded,0
3630,hallucinated,1
3631,grounded,0
3631,hallucinated,1
3632,grounded,0
3632,hallucinated,1
3633,grounded,0
3633,hallucinated,1
3634,grounded,0
3634,hallucinated,1
3635,grounded,0
3635,hallucinated,1
3636,grounded,0
3636,hallucinated,1
3637,grounded,0
3637,hallucinated,1
3638,grounded,0
3638,hallucinated,1
3640,grounded,0
3640,hallucinated,1
3641,grounded,0
3641,hallucinated,1
3642,grounded,0
3642,hallucinated,1
3644,grounded,0
3644,hallucinated,1
3645,grounded,0
3645,hallucinated,1
3648,grounded,0
3648,hallucinated,1
3650,grounded,0
3650,hallucinated,1
3651,grounded,0
3651,hallucinated,1
3652,grounded,0
3652,hallucinated,1
3654,grounded,0
3654,hallucinated,1
3655,grounded,0
3655,hallucinated,1
3656,grounded,0
3656,hallucinated,1
3657,grounded,0
3657,hallucinated,1
3658,grounded,0
3658,hallucinated,1
3659,grounded,0
3659,hallucinated,1
3660,grounded,0
3660,hallucinated,1
3661,grounded,0
3661,hallucinated,1
3663,grounded,0
3663,hallucinated,1
3664,grounded,0
3664,hallucinated,1
3665,grounded,0
3665,hallucinated,1
3667,grounded,0
3667,hallucinated,1
3669,grounded,0
3669,hallucinated,1
3670,grounded,0
3670,hallucinated,1
3671,grounded,0
3671,hallucinated,1
3672,grounded,0
3672,hallucinated,1
3673,grounded,0
3673,hallucinated,1
3674,grounded,0
3674,hallucinated,1
3675,grounded,0
3675,hallucinated,1
3676,grounded,0
3676,hallucinated,1
3677,grounded,0
3677,hallucinated,1
3678,grounded,0
3678,hallucinated,1
3679,grounded,0
3679,hallucinated,1
3680,grounded,0
3680,hallucinated,1
3681,grounded,0
3681,hallucinated,1
3682,grounded,0
3682,hallucinated,1
3683,grounded,0
3683,hallucinated,1
3685,grounded,0
3685,hallucinated,1
3687,grounded,0
3687,hallucinated,1
3688,grounded,0
3688,hallucinated,1
3689,grounded,0
3689,hallucinated,1
3690,grounded,0
3690,hallucinated,1
3691,grounded,0
3691,hallucinated,1
3692,grounded,0
3692,hallucinated,1
3693,grounded,0
3693,hallucinated,1
3694,grounded,0
3694,hallucinated,1
3695,grounded,0
3695,hallucinated,1
3696,grounded,0
3696,hallucinated,1
3697,grounded,0
3697,hallucinated,1
3698,grounded,0
3698,hallucinated,1
3699,grounded,0
3699,hallucinated,1
3700,grounded,0
3700,hallucinated,1
3701,grounded,0
3701,hallucinated,1
3702,grounded,0
3702,hallucinated,1
3705,grounded,0
3705,hallucinated,1
3707,grounded,0
3707,hallucinated,1
3709,grounded,0
3709,hallucinated,1
3710,grounded,0
3710,hallucinated,1
3711,grounded,0
3711,hallucinated,1
3712,grounded,0
3712,hallucinated,1
3713,grounded,0
3713,hallucinated,1
3714,grounded,0
3714,hallucinated,1
3715,grounded,0
3715,hallucinated,1
3716,grounded,0
3716,hallucinated,1
3717,grounded,0
3717,hallucinated,1
3718,grounded,0
3718,hallucinated,1
3719,grounded,0
3719,hallucinated,1
3720,grounded,0
3720,hallucinated,1
3721,grounded,0
3721,hallucinated,1
3722,grounded,0
3722,hallucinated,1
3724,grounded,0
3724,hallucinated,1
3725,grounded,0
3725,hallucinated,1
3726,grounded,0
3726,hallucinated,1
3727,grounded,0
3727,hallucinated,1
3728,grounded,0
3728,hallucinated,1
3729,grounded,0
3729,hallucinated,1
3730,grounded,0
3730,hallucinated,1
3731,grounded,0
3731,hallucinated,1
3732,grounded,0
3732,hallucinated,1
3733,grounded,0
3733,hallucinated,1
3734,grounded,0
3734,hallucinated,1
3735,grounded,0
3735,hallucinated,1
3736,grounded,0
3736,hallucinated,1
3737,grounded,0
3737,hallucinated,1
3738,grounded,0
3738,hallucinated,1
3739,grounded,0
3739,hallucinated,1
3740,grounded,0
3740,hallucinated,1
3741,grounded,0
